"Console","GameName","Review","Score"
"XBOX","Doom 3: Resurrection of Evil Review","Great","7"
"PC","Brothers in Arms: Earned in Blood Review","Super","8"
"XBOX","Brothers in Arms: Earned in Blood Review","Super","8"
"DS","Trauma Center: Under the Knife Review","Great","7"
"DS","Lost in Blue Review","Great","7"
"MOBI","Brothers in Arms: Earned in Blood Review","Very Good","6"
"PC","Black & White 2 Review","Super","8"
"MOBI","Ultimate Spider-Man Review","Very Good","6"
"DS","Castlevania: Dawn of Sorrow Review","Super","8"
"MOBI","D12 Pro Wrestling Review","Very Good","6"
"PSP","NBA 06 Review","Good","5"
"PS2","The Suffering: Ties That Bind Review","Great","7"
"PC","Ultimate Spider-Man Review","Great","7"
"XBOX","Kingdom Under Fire: Heroes Review","Super","8"
"XBOX","Far Cry Instincts Review","Excellent","9"
"XBOX","NBA 2K6 Review","Super","8"
"PS2","NBA 2K6 Review","Super","8"
"GC","Tak: The Great Juju Challenge Review","Very Good","6"
"XBOX","Tak: The Great Juju Challenge Review","Very Good","6"
"PS2","Tak: The Great Juju Challenge Review","Very Good","6"
"DS","Lunar: Dragon Song Review","Very Good","6"
"PS2","NBA Live 06 Review","Great","7"
"XBOX","The Suffering: Ties That Bind Review","Great","7"
"PC","The Suffering: Ties That Bind Review","Great","7"
"XBOX","Ultimate Spider-Man Review","Great","7"
"PS2","Ultimate Spider-Man Review","Great","7"
"GC","Ultimate Spider-Man Review","Great","7"
"XBOX","Midway Arcade Treasures 3 Review","Very Good","6"
"XBOX","Ninja Gaiden Black Review","Excellent","9"
"XBOX","Pump It Up: Exceed Review","Great","7"
"PS2","Pump It Up: Exceed Review","Great","7"
"MOBI","Doom RPG Review","Super","8"
"PS2","Scooby-Doo! Unmasked Review","Good","5"
"GC","Scooby-Doo! Unmasked Review","Good","5"
"XBOX","Scooby-Doo! Unmasked Review","Good","5"
"PC","World Series of Poker Review","Fair","4"
"GC","World Series of Poker Review","Good","5"
"PC","NHL 06 Review","Great","7"
"GC","NHL 06 Review","Great","7"
"XBOX","NHL 06 Review","Great","7"
"PS2","NHL 06 Review","Great","7"
"XBOX","Tiger Woods PGA Tour 06 Review","Super","8"
"GC","Tiger Woods PGA Tour 06 Review","Great","7"
"PS2","Tiger Woods PGA Tour 06 Review","Super","8"
"DS","Yu-Gi-Oh! Nightmare Troubadour Review","Very Good","6"
"XBOX","Marvel Nemesis: Rise of the Imperfects Review","Very Good","6"
"GC","Marvel Nemesis: Rise of the Imperfects Review","Very Good","6"
"PS2","Genji: Dawn of the Samurai Review","Great","7"
"GBA","Marble Madness / Klax Review","Very Good","6"
"GBA","Millipede / Super Breakout / Lunar Lander Review","Very Good","6"
"PS2","Inuyasha: Feudal Combat Review","Very Good","6"
"GBA","Centipede / Breakout / Warlords Review","Good","5"
"GC","X-Men Legends II: Rise of Apocalypse Review","Super","8"
"PC","X-Men Legends II: Rise of Apocalypse Review","Super","8"
"PS2","X-Men Legends II: Rise of Apocalypse Review","Super","8"
"PS2","Indigo Prophecy Review","Super","8"
"XBOX","Indigo Prophecy Review","Super","8"
"PC","Dragonshard Review","Super","8"
"MOBI","Duke Nukem Mobile 3D Review","Super","8"
"XBOX","Mortal Kombat: Shaolin Monks Review","Great","7"
"GC","Battalion Wars Review","Super","8"
"PSP","Madden NFL 06 Review","Great","7"
"GBA","DK: King of Swing Review","Great","7"
"PS2","We Love Katamari Review","Super","8"
"MOBI","1000 Words Review","Very Good","6"
"MOBI","Minigolf 2 Review","Very Good","6"
"PSP","GripShift Review","Very Good","6"
"PC","Nibiru: Age of Secrets Review","Great","7"
"GBA","Paperboy / Rampage Review","Good","5"
"PS2","Evil Dead: Regeneration Review","Very Good","6"
"DS","Space Invaders Revolution Review","Very Good","6"
"PSP","Frantix Review","Good","5"
"PC","The Sims 2 Nightlife Review","Super","8"
"PS2","World Series of Poker Review","Very Good","6"
"XBOX","World Series of Poker Review","Very Good","6"
"MOBI","Word Nerd Review","Great","7"
"MOBI","Blackjack Hustler Review","Good","5"
"XBOX","NASCAR 06: Total Team Control Review","Super","8"
"PS2","NASCAR 06: Total Team Control Review","Super","8"
"XBOX","Dynasty Warriors 5 Review","Very Good","6"
"MOBI","New Rally-X Review","Very Good","6"
"MOBI","Asphalt: Urban GT Multiplayer Review","Super","8"
"XBOX","Burnout Revenge Review","Excellent","9"
"PS2","Burnout Revenge Review","Excellent","9"
"XBOX","Tom Clancy's Rainbow Six: Lockdown Review","Great","7"
"PS2","Tom Clancy's Rainbow Six: Lockdown Review","Great","7"
"MOBI","Splashdown: Rides Gone Wild Review","Bad","3"
"GBA","Rebelstar: Tactical Command Review","Great","7"
"MOBI","Major Carnage 3D Review","Great","7"
"MOBI","Boulder Dash for Prizes Review","Great","7"
"MOBI","Marc Ecko's Getting Up Review","Super","8"
"MOBI","Def Jam's Ce-Lo Review","Great","7"
"MOBI","Star Wars: Republic Commando: Order 66 Review","Great","7"
"MOBI","Massive Snowboarding Review","Excellent","9"
"PC","Sacred Underworld Review","Great","7"
"MOBI","Skipping Stone Review","Super","8"
"XBOX","NHL 2K6 Review","Super","8"
"PS2","NHL 2K6 Review","Super","8"
"GBA","Namco Museum: 50th Anniversary Review","Very Good","6"
"PS2","Radiata Stories Review","Great","7"
"MOBI","Jamdat Mahjong Review","Super","8"
"MOBI","NFL Football 2006 Review","Very Good","6"
"PC","Squad Assault: Second Wave Review","Great","7"
"MOBI","Atari Legends Vol 1 Review","Very Good","6"
"XBOX","Big Mutha Truckers 2 Review","Fair","4"
"PS2","Big Mutha Truckers 2 Review","Fair","4"
"XBOX","MotoGP 3: Ultimate Racing Technology Review","Super","8"
"MOBI","Water Balloon Drop Review","Great","7"
"GC","Mario Superstar Baseball Review","Super","8"
"GBA","Dragon Ball GT: Transformation Review","Great","7"
"XBOX","187 Ride or Die Review","Very Good","6"
"GC","WWE Day of Reckoning 2 Review","Super","8"
"MOBI","Downtown Video Slots Review","Great","7"
"GBA","Dynasty Warriors Advance Review","Good","5"
"MOBI","Uno Review","Worst","1"
"MOBI","Jamdat Sports NFL 2006 Review","Great","7"
"MOBI","Wheel of Fortune 2005 for Prizes Review","Very Good","6"
"PSP","Namco Museum Battle Collection Review","Great","7"
"MOBI","Tony Hawk's Pro Skater 3D Review","Great","7"
"PC","BloodRayne 2 Review","Very Good","6"
"NGE","Roots: Gates of Chaos Review","Super","8"
"GC","The Incredible Hulk: Ultimate Destruction Review","Super","8"
"PS2","The Incredible Hulk: Ultimate Destruction Review","Super","8"
"XBOX","The Incredible Hulk: Ultimate Destruction Review","Super","8"
"MOBI","Bases Loaded Review","Very Good","6"
"MOBI","Independence Day Review","Fair","4"
"DS","Pac 'n Roll Review","Great","7"
"DS","Advance Wars: Dual Strike Review","Excellent","9"
"DS","Nintendogs Review","Excellent","9"
"GC","Hello Kitty: Roller Rescue Review","Great","7"
"NGE","Xanadu Next Review","Very Good","6"
"NGE","Worms World Party Review","Great","7"
"DS","Madden NFL 06 Review","Great","7"
"MOBI","Harry Potter Find Scabbers Review","Good","5"
"MOBI","Hexcite Fusion Review","Great","7"
"PSP","Death Jr. Review","Very Good","6"
"NGE","Glimmerati Review","Super","8"
"MOBI","CS Poker Slots Review","Good","5"
"MOBI","Mini Golf: Castles Review","Very Good","6"
"XBOX","Darkwatch Review","Great","7"
"PS2","Darkwatch Review","Great","7"
"PS2","Outlaw Tennis Review","Great","7"
"XBOX","Outlaw Tennis Review","Great","7"
"GBA","Sigma Star Saga Review","Great","7"
"XBOX","Metal Slug 4 & 5 Review","Great","7"
"GC","Geist Review","Great","7"
"PC","Dungeon Siege II Review","Great","7"
"PC","Advent Rising Review","Very Good","6"
"MOBI","Madden NFL 06 Review","Great","7"
"MOBI","Tough Trucks Review","Worst","1"
"PC","Codename: Panzers, Phase Two Review","Super","8"
"GC","Madden NFL 06 Review","Super","8"
"PS2","Madden NFL 06 Review","Super","8"
"XBOX","Madden NFL 06 Review","Super","8"
"MOBI","Super Yum Yum Review","Super","8"
"MOBI","Dodgeball: A True Underdog Story 2D Review","Great","7"
"MOBI","Heads Up Hold 'Em Review","Fair","4"
"PS2","Graffiti Kingdom Review","Great","7"
"MOBI","Tom Clancy's Rainbow Six: Lockdown Review","Great","7"
"MOBI","Star Wars: Puzzle Blaster Review","Very Good","6"
"PS2","Delta Force: Black Hawk Down Review","Good","5"
"XBOX","Delta Force: Black Hawk Down Review","Good","5"
"MOBI","Herbie Fully Loaded Review","Fair","4"
"GBA","Harvest Moon: More Friends of Mineral Town Review","Great","7"
"MOBI","Poppit! Review","Great","7"
"MOBI","Turbo 21 Review","Great","7"
"MOBI","Tri-Peaks Solitaire Review","Great","7"
"GC","Harvest Moon: Another Wonderful Life Review","Super","8"
"PC","Falcon 4.0: Allied Force Review","Super","8"
"PC","Echo: Secrets of the Lost Cavern Review","Very Good","6"
"MOBI","Scarlotti's Mafia Wars 2 Review","Super","8"
"PS2","Colosseum: Road to Freedom Review","Very Good","6"
"PS2","Charlie and the Chocolate Factory Review","Fair","4"
"XBOX","Charlie and the Chocolate Factory Review","Fair","4"
"PC","Charlie and the Chocolate Factory Review","Very Bad","2"
"MOBI","Tic-a-Tac 21 Review","Super","8"
"MOBI","The X-Files: The Lion's Den Review","Good","5"
"MOBI","Milton Bradley Board Games Review","Very Good","6"
"MOBI","Love Triangle: Dating Challenge Review","Very Good","6"
"MOBI","Monopoly Review","Great","7"
"PC","Will of Steel Review","Fair","4"
"MOBI","Hero's Quest Review","Good","5"
"MOBI","Star Wars Lightsaber Combat Review","Good","5"
"PC","Out of the Park Baseball 6.5 Review","Great","7"
"XBOX","Halo 2 Multiplayer Map Pack Review","Super","8"
"MOBI","Tom Clancy's Splinter Cell: Chaos Theory 3D Review","Very Good","6"
"MOBI","Spy Hunter Review","Good","5"
"MOBI","Cruise Ship Tycoon Review","Fair","4"
"DS","Nanostray Review","Very Good","6"
"PC","Wrestling Spirit Review","Great","7"
"PS2","Makai Kingdom: Chronicles of the Sacred Tome Review","Great","7"
"MOBI","Gameloft Backgammon Review","Great","7"
"PS2","Fullmetal Alchemist 2: Curse of the Crimson Elixir Review","Great","7"
"MOBI","Marshall Faulk Football Review","Very Bad","2"
"MOBI","Sphinx and the Cursed Mummy Review","Very Good","6"
"XBOX","FlatOut Review","Great","7"
"PS2","FlatOut Review","Great","7"
"PC","FlatOut Review","Great","7"
"MOBI","Samurai by Jamdat Review","Very Good","6"
"GC","Digimon World 4 Review","Fair","4"
"XBOX","Digimon World 4 Review","Fair","4"
"PS2","Digimon World 4 Review","Fair","4"
"MOBI","National Treasure Puzzle Quest Review","Bad","3"
"MOBI","Othello Review","Great","7"
"MOBI","Bubble Ducky Review","Good","5"
"PC","RYL: Path of the Emperor Review","Good","5"
"PS2","Mobile Suit Gundam: Gundam vs. Zeta Gundam Review","Very Good","6"
"MOBI","Conflict: Desert Storm Review","Good","5"
"GBA","Riviera: The Promised Land Review","Super","8"
"PC","The Bard's Tale Review","Very Good","6"
"PS2","NCAA Football 06 Review","Super","8"
"XBOX","NCAA Football 06 Review","Super","8"
"PC","Battlefield 2 Review","Excellent","9"
"MOBI","Jamdat Mini Golf Review","Super","8"
"GBA","Fantastic 4 Review","Great","7"
"PSP","Coded Arms Review","Very Good","6"
"GBA","Madagascar Review","Fair","4"
"PC","RollerCoaster Tycoon 3: Soaked! Review","Super","8"
"MOBI","Evel Knievel Evel-ution 3D Review","Very Good","6"
"PS2","Atelier Iris: Eternal Mana Review","Great","7"
"GC","Killer7 Review","Super","8"
"GBA","Mega Man Battle Network 5: Team Protoman Review","Great","7"
"PS2","Killer7 Review","Super","8"
"MOBI","Top Spin Tennis Review","Very Good","6"
"MOBI","Something Fishy Review","Great","7"
"MOBI","AstroPop Review","Super","8"
"GBA","Herbie: Fully Loaded Review","Good","5"
"PC","Yu-Gi-Oh! Online Review","Good","5"
"PC","GTR FIA Racing Review","Super","8"
"DS","Tom Clancy's Splinter Cell Chaos Theory Review","Good","5"
"MOBI","After Burner II Review","Great","7"
"GBA","Hugo: The Evil Mirror Review","Very Good","6"
"PS2","Ford Mustang: The Legend Lives Review","Fair","4"
"GC","Fantastic 4 Review","Good","5"
"XBOX","Fantastic 4 Review","Good","5"
"MOBI","Toxic Lab Review","Super","8"
"MOBI","Tenchu: Wrath of Heaven Review","Great","7"
"PSP","Midnight Club 3: DUB Edition Review","Great","7"
"PS2","In the Groove Review","Great","7"
"MOBI","Jewel Quest Review","Very Good","6"
"MOBI","Fishtank Frenzy Review","Good","5"
"PSP","Dead to Rights: Reckoning Review","Good","5"
"PC","ER Review","Good","5"
"MOBI","Zoo Tycoon 2 Review","Great","7"
"DS","Meteos Review","Super","8"
"MOBI","Derek Jeter Pro Baseball Review","Super","8"
"MOBI","Kid Warlock Review","Good","5"
"PS2","Destroy All Humans! Review","Great","7"
"XBOX","Destroy All Humans! Review","Great","7"
"XBOX","Conker: Live and Reloaded Review","Super","8"
"PC","Fate Review","Great","7"
"DS","GoldenEye: Rogue Agent Review","Very Good","6"
"GC","Batman Begins Review","Very Good","6"
"PC","Restricted Area Review","Very Good","6"
"PS2","Batman Begins Review","Very Good","6"
"XBOX","Batman Begins Review","Very Good","6"
"MOBI","Brunswick Billiards Challenge Review","Great","7"
"PS2","Juiced Review","Very Good","6"
"MOBI","The Chronicles of Riddick Review","Great","7"
"MOBI","Impossible Mission Review","Great","7"
"MOBI","Hollywood Squares Review","Great","7"
"MOBI","300 Bowl by BestDirection Review","Very Good","6"
"MOBI","Bloody Ghost Review","Good","5"
"MOBI","Thief: Deadly Shadows Episode 1 Review","Great","7"
"XBOX","Juiced Review","Very Good","6"
"MOBI","Name That Tune! Review","Great","7"
"MOBI","Mr. & Mrs. Smith Review","Very Good","6"
"MOBI","Card Sharks Review","Very Good","6"
"PC","Madagascar Review","Great","7"
"MOBI","The Longest Yard Review","Great","7"
"MOBI","Ancient Empires II Review","Super","8"
"PC","Knights of Honor Review","Super","8"
"XBOX","Medal of Honor: European Assault Review","Great","7"
"MOBI","Extreme Air Snowboarding 3D Review","Very Good","6"
"PC","Grand Theft Auto: San Andreas Review","Excellent","9"
"XBOX","Grand Theft Auto: San Andreas Review","Excellent","9"
"MOBI","Elektra Review","Very Good","6"
"MOBI","Top Gun Air Combat II Review","Super","8"
"PC","Yohoho! Puzzle Pirates Review","Super","8"
"PC","Imperial Glory Review","Very Good","6"
"MOBI","Pac-Mania 3D Review","Good","5"
"MOBI","Pac-Man Pinball Review","Fair","4"
"PC","X-Plane 8 Review","Great","7"
"PC","Star Wars Galaxies: Episode III Rage of the Wookiees Review","Great","7"
"MOBI","Batman Begins Review","Super","8"
"MOBI","Super Adventure Island Review","Super","8"
"MOBI","Burning Skies Review","Fair","4"
"PS2","Cold Fear Review","Very Good","6"
"MOBI","BuzzTime Trivia Review","Good","5"
"MOBI","Castlevania Part 2 Review","Good","5"
"MOBI","Constantine Review","Very Good","6"
"MOBI","FIFA Soccer 2005 Review","Super","8"
"MOBI","Fight Club Review","Fair","4"
"MOBI","Galaga Review","Super","8"
"MOBI","Gimme Five Review","Very Good","6"
"MOBI","Gunslinger Review","Very Good","6"
"MOBI","Hard Rock Casino Review","Very Good","6"
"MOBI","Hive of Evil: Alien Strike Review","Very Good","6"
"MOBI","Haunted Planet Review","Good","5"
"MOBI","Icarus Review","Great","7"
"MOBI","Ivan Ironman Stewart's Off-Road Review","Good","5"
"MOBI","Jeopardy 2005 Review","Great","7"
"MOBI","Kingdom of Heaven Review","Great","7"
"MOBI","Lemony Snicket's A Series of Unfortunate Events Review","Very Good","6"
"MOBI","Master of Sword Review","Super","8"
"MOBI","Daily Puzzle Review","Great","7"
"GBA","Fire Emblem: The Sacred Stones Review","Super","8"
"GBA","Pac-Man Pinball Advance Review","Bad","3"
"PS2","Haunting Ground Review","Great","7"
"PC","Dungeon Lords Review","Very Good","6"
"MOBI","Dead Celebrity Poker Review","Very Good","6"
"PS2","Metal Slug 4 & 5 Review","Great","7"
"PS2","Cold Winter Review","Great","7"
"DS","Star Wars Episode III: Revenge of the Sith Review","Great","7"
"GBA","Star Wars Episode III: Revenge of the Sith Review","Great","7"
"PSP","Smart Bomb Review","Fair","4"
"GBA","WarioWare: Twisted! Review","Super","8"
"PS2","Stolen Review","Good","5"
"XBOX","Stolen Review","Good","5"
"MOBI","Sega Home Run King 2 Review","Good","5"
"XBOX","Motocross Mania 3 Review","Bad","3"
"PC","Dangerous Waters Review","Super","8"
"DS","WarioWare: Touched! Review","Great","7"
"MOBI","Star Trek: The Cold Enemy Review","Super","8"
"PC","Chris Moneymaker's World Poker Championship Review","Bad","3"
"XBOX","Star Wars Episode III: Revenge of the Sith Review","Very Good","6"
"PS2","Star Wars Episode III: Revenge of the Sith Review","Very Good","6"
"PSP","Hot Shots Golf: Open Tee Review","Great","7"
"PS2","Stella Deus: The Gate of Eternity Review","Great","7"
"GC","Donkey Konga 2 Review","Very Good","6"
"PS2","Enthusia Professional Racing Review","Great","7"
"PC","TrackMania Sunrise Review","Super","8"
"PC","Laser Squad Nemesis Review","Great","7"
"MOBI","Beach Mini Golf 3D Review","Great","7"
"PC","CSI: Crime Scene Investigation: Dark Motives Review","Very Good","6"
"PSP","Archer MacLean's Mercury Review","Great","7"
"XBOX","Ford Racing 3 Review","Very Good","6"
"GC","Billy Hatcher and the Giant Egg Review","Very Good","6"
"GBA","Pokemon Emerald Review","Great","7"
"MOBI","Maria Sharapova Tennis Review","Great","7"
"PC","Guild Wars Review","Excellent","9"
"MOBI","Pitfall: The Lost Expedition Caves Review","Great","7"
"XBOX","Pariah Review","Good","5"
"MOBI","Super Putt Xtreme Review","Great","7"
"MOBI","Destroy All Humans! Review","Very Good","6"
"MOBI","Johnny Crash Does Texas Review","Super","8"
"MOBI","Johnny Crash Review","Super","8"
"XBOX","Forza Motorsport Review","Excellent","9"
"PC","Gary Grigsby's World at War Review","Super","8"
"MOBI","Tom Clancy's Ghost Recon: Jungle Storm Review","Super","8"
"GBA","Tokyo Xtreme Racer Advance Review","Great","7"
"XBOX","Raze's Hell Review","Great","7"
"GBA","Mr. Driller 2 Review","Very Good","6"
"DS","World Championship Poker Review","Great","7"
"DS","Pac-Pix Review","Very Good","6"
"XBOX","Predator: Concrete Jungle Review","Good","5"
"PS2","Predator: Concrete Jungle Review","Good","5"
"MOBI","The Hitchhiker's Guide to the Galaxy: Vogon Planet Destructor Review","Great","7"
"PC","Stronghold 2 Review","Good","5"
"MOBI","3D Hunting: Trophy Whitetail 2005 Review","Very Good","6"
"MOBI","The Hitchhiker's Guide to the Galaxy: Adventure Game Review","Super","8"
"PSP","FIFA Soccer Review","Super","8"
"PC","Empire Earth II Review","Super","8"
"PC","Cossacks II: Napoleonic Wars Review","Great","7"
"PSP","NBA Street Showdown Review","Great","7"
"PSP","Rengoku: Tower of Purgatory Review","Good","5"
"PS2","Resident Evil Outbreak File #2 Review","Very Good","6"
"MOBI","Spider-Man 2 3D: New York Subway Review","Fair","4"
"PS2","Area 51 Review","Great","7"
"XBOX","Area 51 Review","Great","7"
"PC","Close Combat: First to Fight Review","Great","7"
"PSP","ATV Offroad Fury: Blazin' Trails Review","Great","7"
"XBOX","Unreal Championship 2: The Liandri Conflict Review","Excellent","9"
"MOBI","World Poker Tour: Texas Hold 'Em Review","Great","7"
"PS2","Kuon Review","Very Good","6"
"MOBI","Sahara Review","Super","8"
"MOBI","Star Wars Episode III: Revenge of the Sith Review","Very Good","6"
"XBOX","WWE WrestleMania XXI Review","Fair","4"
"MOBI","Military Madness Review","Super","8"
"XBOX","Psychonauts Review","Super","8"
"PC","Psychonauts Review","Super","8"
"MOBI","The Arctic Challenge Snowboarding Review","Fair","4"
"PC","Obscure Review","Very Good","6"
"XBOX","Obscure Review","Very Good","6"
"PS2","Obscure Review","Very Good","6"
"MOBI","Ys Book 1: The Vanished Omens Review","Great","7"
"PC","Combat: Task Force 121 Review","Good","5"
"MOBI","Shadowgate Classic Review","Great","7"
"PC","Supremacy: Four Paths to Power Review","Very Good","6"
"PS2","Prince of Persia: Warrior Within Review","Super","8"
"DS","Polarium Review","Very Good","6"
"XBOX","Dead to Rights II Review","Very Good","6"
"PS2","Dead to Rights II Review","Very Good","6"
"PS2","MX World Tour Featuring Jamie Little Review","Fair","4"
"XBOX","MX World Tour Featuring Jamie Little Review","Fair","4"
"PSP","MLB Review","Super","8"
"XBOX","Close Combat: First to Fight Review","Great","7"
"XBOX","Spy vs. Spy Review","Fair","4"
"PS2","Worms Forts: Under Siege! Review","Very Good","6"
"XBOX","Worms Forts: Under Siege! Review","Very Good","6"
"PC","Baseball Mogul 2006 Review","Super","8"
"MOBI","Cannon Fodder Review","Great","7"
"MOBI","Pool Pro Online Review","Great","7"
"MOBI","Nate Adams Freestyle Motocross Review","Great","7"
"MOBI","New York Nights: Success in the City Review","Super","8"
"MOBI","Eye of Rana Review","Great","7"
"XBOX","Jade Empire Review","Super","8"
"GBA","Rayman: Hoodlum's Revenge Review","Great","7"
"XBOX","Myst IV Revelation Review","Great","7"
"MOBI","Bruce Lee Review","Very Good","6"
"GBA","Lego Star Wars Review","Great","7"
"XBOX","Combat: Task Force 121 Review","Good","5"
"MOBI","Midnight Pool Review","Super","8"
"PS2","Dragon Ball Z: Sagas Review","Bad","3"
"GC","Dragon Ball Z: Sagas Review","Bad","3"
"MOBI","SkyZone: Pop! Trivia  Review","Great","7"
"PS2","Shin Megami Tensei: Digital Devil Saga Review","Super","8"
"XBOX","Lego Star Wars Review","Great","7"
"MOBI","Tom Clancy's Splinter Cell Chaos Theory Review","Super","8"
"MOBI","Final Fantasy VII Snowboarding Review","Great","7"
"XBOX","Iron Phoenix Review","Fair","4"
"PC","The Matrix Online Review","Great","7"
"PC","Project: Snowblind Review","Great","7"
"PC","Doom 3: Resurrection of Evil Review","Super","8"
"GC","Tom Clancy's Splinter Cell Chaos Theory Review","Very Good","6"
"XBOX","Doom 3 Review","Super","8"
"MOBI","CBS SportsLine Baseball 2005 Review","Great","7"
"MOBI","Jamdat Sports MLB 2005 Review","Great","7"
"MOBI","Big League Baseball 2005 Review","Great","7"
"MOBI","6 Shooter Showdown: Poker Review","Great","7"
"PC","Elite Warriors: Vietnam Review","Good","5"
"PS2","Sega Classics Collection Review","Bad","3"
"PC","SWAT 4 Review","Super","8"
"PS2","World Tour Soccer 2006 Review","Fair","4"
"MOBI","Aquarium Pets Review","Super","8"
"PS2","NARC Review","Good","5"
"XBOX","NARC Review","Good","5"
"PS2","Tom Clancy's Splinter Cell Chaos Theory Review","Great","7"
"PC","Silent Hunter III Review","Super","8"
"PS2","Lego Star Wars Review","Great","7"
"PC","Lego Star Wars Review","Great","7"
"GC","Tom Clancy's Ghost Recon 2 Review","Good","5"
"PSP","Lumines Review","Excellent","9"
"PC","Tom Clancy's Splinter Cell Chaos Theory Review","Super","8"
"XBOX","Tom Clancy's Splinter Cell Chaos Theory Review","Super","8"
"PC","Tom Clancy's Splinter Cell Review","Super","8"
"XBOX","Hunter: The Reckoning Review","Super","8"
"NGE","Tom Clancy's Splinter Cell Chaos Theory Review","Super","8"
"PS2","Red Ninja: End of Honor Review","Good","5"
"DS","Rayman DS Review","Very Good","6"
"GC","TimeSplitters: Future Perfect Review","Great","7"
"PC","DRIV3R Review","Bad","3"
"XBOX","Cold Fear Review","Great","7"
"XBOX","Phantom Dust Review","Super","8"
"PSP","Tiger Woods PGA Tour Review","Super","8"
"PSP","NFL Street 2 Unleashed Review","Great","7"
"MOBI","Stack'um Review","Good","5"
"PS2","Full Spectrum Warrior Review","Great","7"
"PSP","Ape Escape: On the Loose Review","Great","7"
"PSP","Untold Legends: Brotherhood of the Blade Review","Very Good","6"
"PSP","Metal Gear Acid Review","Super","8"
"MOBI","Grind Street Domino Review","Very Good","6"
"GC","TMNT: Mutant Melee Review","Fair","4"
"XBOX","TMNT: Mutant Melee Review","Fair","4"
"GBA","Rave Master: Special Attack Force Review","Very Good","6"
"DS","Retro Atari Classics Review","Fair","4"
"PC","Psychotoxic Review","Fair","4"
"PS2","Musashi Samurai Legend Review","Great","7"
"XBOX","TimeSplitters: Future Perfect Review","Super","8"
"PS2","Rugby 2005 Review","Great","7"
"XBOX","Rugby 2005 Review","Great","7"
"PSP","NBA Review","Good","5"
"PS2","TimeSplitters: Future Perfect Review","Super","8"
"PS2","Brothers in Arms: Road to Hill 30 Review","Great","7"
"PC","Act of War: Direct Action Review","Super","8"
"MOBI","Musashi: Mobile Samurai Review","Great","7"
"MOBI","Xyanide Review","Super","8"
"PS2","God of War Review","Excellent","9"
"PSP","Wipeout Pure Review","Super","8"
"PC","Brothers in Arms: Road to Hill 30 Review","Excellent","9"
"PSP","Twisted Metal: Head-On Review","Super","8"
"PSP","Ridge Racer Review","Super","8"
"PSP","World Tour Soccer Review","Great","7"
"PSP","Need for Speed Underground Rivals Review","Great","7"
"PSP","Darkstalkers Chronicle: The Chaos Tower Review","Super","8"
"PSP","Gretzky NHL Review","Very Good","6"
"GC","Judge Dredd: Dredd Versus Death Review","Good","5"
"PC","Judge Dredd: Dredd Versus Death Review","Good","5"
"PS2","Judge Dredd: Dredd Versus Death Review","Good","5"
"XBOX","Judge Dredd: Dredd Versus Death Review","Good","5"
"PSP","Tony Hawk's Underground 2 Remix Review","Super","8"
"PSP","Spider-Man 2 Review","Very Good","6"
"XBOX","Super Monkey Ball Deluxe Review","Great","7"
"PS2","Super Monkey Ball Deluxe Review","Great","7"
"XBOX","Mega Man Anniversary Collection Review","Super","8"
"PSP","Dynasty Warriors Review","Very Good","6"
"GC","MVP Baseball 2005 Review","Super","8"
"PS2","MVP Baseball 2005 Review","Super","8"
"GC","Donkey Kong Jungle Beat Review","Great","7"
"DS","Yoshi's Touch & Go Review","Great","7"
"DS","Pokémon Dash Review","Good","5"
"PC","Domination Review","Great","7"
"GBA","Shaman King: Legacy of the Spirits, Sprinting Wolf Review","Very Good","6"
"GBA","Shaman King: Legacy of the Spirits, Soaring Hawk Review","Very Good","6"
"PC","Mortyr 2 Review","Very Good","6"
"PC","Nexus: The Jupiter Incident Review","Super","8"
"GBA","Klonoa 2: Dream Champ Tournament Review","Great","7"
"PC","World Poker Championship Review","Very Bad","2"
"PC","Heritage of Kings: The Settlers Review","Very Good","6"
"XBOX","Brothers in Arms: Road to Hill 30 Review","Excellent","9"
"MOBI","Inuyasha Review","Very Good","6"
"XBOX","Top Gear RPM Tuning Review","Fair","4"
"PC","Aerial Strike: The Yager Missions Review","Very Good","6"
"MOBI","Zuma Review","Super","8"
"PC","Monopoly Review","Great","7"
"PC","Hoyle Casino Review","Super","8"
"PC","Hoyle Casino Review","Super","8"
"PC","High Heat Major League Baseball 2003 Review","Very Good","6"
"GBA","Racing Gears Advance Review","Super","8"
"GBA","It's Mr. Pants Review","Very Good","6"
"MOBI","Nano Kid Review","Great","7"
"GC","Mortal Kombat: Deception Review","Super","8"
"MOBI","AMF Xtreme Bowling Review","Great","7"
"MOBI","Tom Clancy's Rainbow Six 3 Review","Super","8"
"XBOX","Major League Baseball 2K5 Review","Super","8"
"PS2","Major League Baseball 2K5 Review","Super","8"
"XBOX","Fight Night Round 2 Review","Super","8"
"PS2","Fight Night Round 2 Review","Super","8"
"GC","Fight Night Round 2 Review","Super","8"
"MOBI","Mobile League WordJong Review","Super","8"
"PC","MVP Baseball 2005 Review","Super","8"
"MOBI","Jamdat Bowling 3D Review","Very Good","6"
"PS2","Kessen III Review","Great","7"
"PS2","Devil May Cry 3: Dante's Awakening Review","Super","8"
"MOBI","NCAA Hoops 2005 Review","Great","7"
"XBOX","MVP Baseball 2005 Review","Super","8"
"PC","Star Wars Republic Commando Review","Super","8"
"XBOX","Star Wars Republic Commando Review","Super","8"
